Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
858957,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,High School or Below,152877,Single,Star,5169.5,Standard,2013,10,2019,5
117456,Canada,Alberta,Edmonton,T9G 1W3,Female,College,61478,Married,Star,5170.03,Standard,2015,12,2017,5
597267,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,119966,Divorced,Star,5170.36,Standard,2012,9,2017,10
541009,Canada,Alberta,Edmonton,T9G 1W3,Male,College,121278,Single,Star,5170.81,Standard,2013,2,2016,4
201475,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,102680,Married,Aurora,9705.31,2018 Promotion,2018,3,2020,12
707698,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,107302,Married,Star,5174.69,Standard,2014,8,2016,12
118076,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,90550,Divorced,Star,5176.16,Standard,2015,6,2016,12
674462,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,115723,Married,Star,5176.58,Standard,2017,4,2020,3
702406,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,136796,Married,Star,5176.73,Standard,2012,6,2020,6
611538,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,78511,Married,Star,5178.7,Standard,2015,10,2019,6
163083,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,113800,Married,Star,5179.89,Standard,2015,4,2016,9
404417,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,95341,Married,Star,5181.05,Standard,2014,10,2019,11
350863,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,85094,Married,Star,5181.62,Standard,2017,5,2020,11
651645,Canada,Quebec,Montreal,H2Y 2W2,Male,College,89832,Married,Aurora,9807.83,2018 Promotion,2018,4,2019,4
774168,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,140041,Married,Star,5181.62,Standard,2017,2,2017,7
988921,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,146835,Married,Star,5181.62,Standard,2012,11,2016,9
839494,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,136465,Divorced,Aurora,10455.49,2018 Promotion,2018,4,2019,10
336141,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,48337,Married,Star,5182.39,Standard,2012,6,2020,4
222644,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,46114,Married,Aurora,10861.52,2018 Promotion,2018,3,2016,6
397053,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,114714,Married,Star,5185.8,Standard,2015,9,2019,1
475500,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,76407,Married,Star,5185.8,Standard,2015,8,2019,9
493925,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,45510,Married,Star,5192.36,Standard,2012,7,2018,6
271365,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,92470,Divorced,Star,5195.82,Standard,2013,2,2020,7
795607,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,46539,Single,Star,5200.08,Standard,2018,6,2020,8
620792,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,71074,Single,Star,5200.23,Standard,2017,2,2018,1
464044,Canada,Ontario,Toronto,P1J 8T7,Male,College,148444,Married,Star,5201.25,Standard,2014,9,2019,11
921102,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,131454,Married,Star,5201.25,Standard,2012,10,2019,1
431521,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,114895,Single,Star,5201.36,Standard,2013,5,2020,10
497861,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,124565,Married,Star,5205.26,Standard,2013,11,2016,3
101594,Canada,Ontario,Toronto,P2T 6G3,Male,Doctor,150194,Divorced,Star,5205.75,Standard,2015,8,2020,4
283066,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,61109,Divorced,Star,5205.75,Standard,2018,7,2017,9
433881,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,80916,Divorced,Star,5205.75,Standard,2018,11,2018,11
800016,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,139334,Divorced,Star,5205.75,Standard,2016,12,2017,6
918276,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,103639,Married,Star,5206.03,Standard,2018,12,2017,11
679531,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,65001,Married,Star,5206.11,Standard,2015,8,2019,1
843972,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,59406,Married,Star,5207.2,Standard,2012,9,2019,4
166333,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,71026,Married,Star,5207.64,Standard,2014,4,2020,4
743263,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,119473,Married,Star,5207.99,Standard,2016,7,2018,11
924493,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,47061,Married,Star,5209.95,Standard,2016,8,2018,1
169950,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,59254,Single,Star,5210.35,Standard,2018,12,2016,2
345978,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,100427,Married,Star,5213.37,Standard,2018,5,2020,5
569319,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,52192,Married,Star,5214.34,Standard,2015,2,2020,2
374113,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,70972,Married,Star,5216.91,Standard,2018,12,2019,2
212304,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,64375,Divorced,Star,5217.51,Standard,2012,7,2017,8
329300,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,85594,Divorced,Star,5217.51,Standard,2013,6,2018,6
616522,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,93724,Divorced,Star,5217.51,Standard,2018,12,2020,5
369715,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,110879,Married,Star,5218.34,Standard,2018,1,2016,2
186146,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,46652,Single,Star,5219.89,Standard,2018,6,2019,8
348740,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,155443,Married,Star,5220.69,Standard,2015,10,2016,6
780504,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,74220,Divorced,Star,5223.43,Standard,2014,10,2020,8
374585,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,50360,Married,Star,5224.33,Standard,2013,5,2017,11
176521,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,53934,Married,Aurora,11196.02,2018 Promotion,2018,2,2020,2
276289,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,75861,Married,Star,5227.23,Standard,2017,10,2019,6
417082,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,55684,Married,Star,5227.57,Standard,2012,12,2019,2
217967,Canada,Ontario,Toronto,M2P 4F6,Male,College,148782,Single,Star,5227.77,Standard,2016,12,2017,11
473622,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,153731,Single,Star,5227.77,Standard,2017,3,2017,9
473548,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,127348,Single,Star,5229.74,Standard,2016,7,2017,2
800268,Canada,Quebec,Montreal,H3T 8L4,Female,High School or Below,47339,Single,Star,5229.99,Standard,2018,1,2020,11
182124,Canada,Ontario,Toronto,P5S 6R4,Female,College,147487,Single,Star,5232.33,Standard,2014,2,2016,8
872706,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,125793,Single,Star,5232.33,Standard,2015,10,2017,3
684022,Canada,Ontario,London,M5B 3E4,Male,Bachelor,107678,Married,Star,5232.45,Standard,2016,9,2016,12
161650,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,96471,Married,Star,5234.33,Standard,2017,1,2020,3
329660,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,106393,Single,Star,5234.78,Standard,2013,10,2020,1
954174,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,49511,Married,Star,5237.48,Standard,2018,6,2020,9
934271,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,73157,Married,Star,5237.94,Standard,2018,9,2019,9
653698,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,127058,Single,Star,5239.89,Standard,2015,8,2017,10
997945,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,144442,Single,Star,5241.14,Standard,2017,5,2019,9
709948,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,54352,Married,Star,5244.4,Standard,2015,7,2020,10
451886,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,154379,Married,Star,5245.68,Standard,2016,6,2019,5
460043,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,46531,Married,Star,5245.68,Standard,2014,4,2020,3
110603,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,147580,Married,Star,5246.28,Standard,2017,10,2019,5
150141,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,133051,Married,Star,5246.28,Standard,2018,6,2020,7
215257,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,81135,Married,Star,5246.28,Standard,2015,1,2016,12
240135,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,51111,Married,Star,5246.28,Standard,2017,12,2017,5
822507,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,140014,Married,Star,5246.28,Standard,2012,11,2020,6
710473,Canada,Quebec,Montreal,H2Y 4R4,Female,College,150262,Married,Star,5248.98,Standard,2016,2,2019,12
641997,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,128146,Married,Star,5251.15,Standard,2014,12,2018,12
759370,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,128511,Married,Star,5251.15,Standard,2014,8,2019,10
359693,Canada,Newfoundland,St. John's,A1C 6H9,Male,High School or Below,144980,Married,Star,5253.49,Standard,2013,11,2018,4
786613,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,110866,Married,Star,5256.92,Standard,2012,7,2016,8
462078,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,76697,Single,Star,5257.24,Standard,2015,8,2017,4
242348,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,91503,Married,Star,5259.71,Standard,2013,5,2017,4
902148,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,154288,Married,Star,5260.92,Standard,2014,2,2017,2
487807,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,102508,Married,Star,5261.1,Standard,2012,6,2017,9
855261,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,101687,Married,Star,5264.43,Standard,2016,9,2017,4
771285,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,119542,Divorced,Star,5267.76,Standard,2014,7,2019,9
499875,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,114220,Married,Star,5267.85,Standard,2012,5,2017,5
361434,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,62390,Married,Star,5270.01,Standard,2016,10,2018,4
522924,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,96677,Married,Star,5271.98,Standard,2016,4,2018,6
807211,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,132202,Married,Star,5272.7,Standard,2017,7,2020,7
330468,Canada,Quebec,Montreal,H2T 9K8,Male,High School or Below,76062,Single,Star,5274.2,Standard,2014,6,2020,6
655715,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,65687,Married,Star,5274.43,Standard,2015,6,2019,8
693212,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,137196,Married,Star,5275.63,Standard,2015,2,2019,5
970154,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,132006,Single,Star,5278.18,Standard,2015,11,2017,1
737906,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,45196,Divorced,Star,5278.2,Standard,2016,10,2020,8
542002,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,110822,Married,Star,5279.12,Standard,2016,8,2018,2
717772,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,152977,Single,Star,5282.54,Standard,2015,9,2018,3
675541,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,72015,Married,Star,5284.04,Standard,2015,10,2019,11
868152,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,108206,Single,Star,5284.51,Standard,2012,9,2020,10
527337,Canada,Alberta,Calgary,T3E 2V9,Male,Master,60804,Single,Star,5285.27,Standard,2016,3,2019,6
942102,Canada,Ontario,Toronto,M2M 6J7,Male,Master,134559,Single,Star,5285.27,Standard,2018,6,2020,7
137973,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,47471,Married,Star,5285.31,Standard,2018,1,2017,9
937385,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,59483,Married,Star,5285.31,Standard,2012,9,2018,3
810621,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,57923,Married,Star,5288.17,Standard,2016,5,2018,6
396984,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,68515,Divorced,Star,5290.67,Standard,2014,7,2016,10
880805,Canada,Quebec,Hull,J8Y 3Z5,Female,College,139288,Married,Aurora,13352.56,2018 Promotion,2018,4,2018,5
440209,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,128802,Single,Star,5291.4,Standard,2015,7,2018,9
796692,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,84240,Married,Star,5292.2,Standard,2012,8,2017,11
912797,Canada,Ontario,Toronto,P1W 1K4,Female,College,113573,Married,Star,5292.63,Standard,2017,2,2017,10
874035,Canada,Ontario,Trenton,K8V 4B2,Male,College,48373,Single,Star,5293.72,Standard,2017,12,2016,7
490479,Canada,Quebec,Montreal,H4G 3T4,Female,College,89333,Single,Star,5295.63,Standard,2013,4,2018,9
380099,Canada,Ontario,Ottawa,K1F 2R2,Male,College,106251,Divorced,Star,5296.84,Standard,2015,10,2016,11
655473,Canada,Ontario,Toronto,M2M 7K8,Female,High School or Below,108439,Married,Star,5297.15,Standard,2014,2,2016,5
154173,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,97102,Married,Star,5297.67,Standard,2018,6,2017,2
202807,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,124235,Married,Star,5301.84,Standard,2015,2,2019,12
568681,Canada,Saskatchewan,Regina,S6J 3G0,Female,High School or Below,48387,Single,Star,5305.09,Standard,2012,11,2020,4
593340,Canada,Nova Scotia,Halifax,B3J 9S2,Male,High School or Below,82759,Single,Star,5305.09,Standard,2013,2,2020,2
445451,Canada,British Columbia,Kelowna,V09 2E9,Female,College,112624,Single,Star,5308.25,Standard,2012,5,2019,6
666189,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,53526,Married,Aurora,13466.92,2018 Promotion,2018,3,2020,2
406252,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,72722,Married,Aurora,14024.36,2018 Promotion,2018,3,2016,5
152778,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,78559,Married,Star,5310.91,Standard,2015,4,2020,3
476431,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,148535,Married,Star,5310.91,Standard,2014,9,2017,7
872619,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,125487,Married,Star,5313.44,Standard,2018,6,2020,1
730771,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,60316,Single,Star,5313.47,Standard,2012,6,2018,2
165265,Canada,Quebec,Montreal,H4G 3T4,Male,Doctor,146282,Married,Star,5316.61,Standard,2017,1,2019,7
128754,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,120529,Divorced,Star,5316.64,Standard,2014,2,2018,8
232290,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,111124,Married,Star,5318.9,Standard,2014,12,2020,3
313292,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,45339,Married,Star,5318.9,Standard,2018,1,2019,3
687593,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,112417,Married,Star,5318.9,Standard,2018,11,2018,9
470469,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,123839,Married,Star,5320.08,Standard,2016,8,2020,11
428872,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,124795,Married,Star,5320.61,Standard,2014,6,2018,8
321213,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,118665,Married,Aurora,15374.18,2018 Promotion,2018,3,2018,2
627913,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,119039,Single,Star,5322.29,Standard,2014,2,2017,1
203143,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,147240,Single,Star,5323.27,Standard,2013,7,2018,6
500022,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,134465,Single,Star,5323.27,Standard,2013,3,2018,12
385718,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,65206,Single,Star,5323.87,Standard,2014,8,2016,7
364596,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,65993,Single,Aurora,16710.84,2018 Promotion,2018,4,2019,10
297101,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,99148,Married,Star,5325.72,Standard,2013,1,2016,12
430503,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,71473,Married,Star,5325.72,Standard,2016,11,2019,8
612074,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,149544,Married,Star,5325.72,Standard,2017,6,2017,5
639145,Canada,Alberta,Peace River,T9O 2W2,Male,College,117027,Married,Star,5325.72,Standard,2012,4,2016,9
701223,Canada,Quebec,Montreal,H2T 2J6,Female,College,97414,Married,Star,5325.72,Standard,2016,2,2018,3
837580,Canada,Quebec,Montreal,H2Y 2W2,Female,College,101125,Married,Star,5325.72,Standard,2017,1,2017,9
792086,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,133979,Married,Star,5326.5,Standard,2016,6,2016,1
114021,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,131029,Married,Star,5326.68,Standard,2014,9,2019,10
377642,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71787,Married,Star,5329.08,Standard,2016,2,2020,6
740992,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,79707,Married,Star,5329.08,Standard,2014,4,2019,7
824610,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,149187,Married,Star,5329.13,Standard,2017,2,2020,12
832062,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,113583,Married,Star,5329.13,Standard,2014,5,2019,2
773112,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,75385,Divorced,Star,5330.59,Standard,2013,8,2020,11
829291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,136620,Married,Star,5331.74,Standard,2015,11,2019,4
211575,Canada,Quebec,Montreal,H2Y 4R4,Male,College,96539,Married,Star,5331.82,Standard,2017,9,2019,9
201339,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,123987,Married,Star,5332.46,Standard,2014,7,2019,10
208961,Canada,Quebec,Montreal,H2T 9K8,Female,College,154680,Married,Aurora,17793.61,2018 Promotion,2018,4,2018,5
406254,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,89173,Married,Star,5332.46,Standard,2013,4,2018,4
517614,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,67478,Married,Star,5332.46,Standard,2017,10,2019,11
547357,Canada,Ontario,Toronto,M2M 6J7,Female,Bachelor,55723,Married,Star,5332.46,Standard,2015,2,2016,10
934267,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,77455,Married,Star,5332.46,Standard,2013,5,2016,4
849673,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,47075,Married,Star,5332.62,Standard,2018,12,2017,3
244925,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,66108,Single,Star,5334.18,Standard,2017,7,2016,7
561620,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,100411,Single,Star,5334.18,Standard,2015,5,2016,5
298883,Canada,Ontario,Toronto,P1W 1K4,Female,College,126892,Single,Star,5335.02,Standard,2018,9,2020,8
979776,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,72167,Single,Star,5335.02,Standard,2014,6,2017,10
154652,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,89945,Single,Star,5335.38,Standard,2012,11,2020,3
326564,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,85457,Single,Star,5335.38,Standard,2012,6,2017,6
594997,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,73784,Married,Star,5338.53,Standard,2016,9,2017,4
931834,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,82863,Married,Star,5338.53,Standard,2012,11,2017,3
570116,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,118393,Married,Star,5339.49,Standard,2015,8,2016,9
632720,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,50191,Married,Star,5340.54,Standard,2012,5,2019,5
154230,Canada,Quebec,Montreal,H2Y 4R4,Female,College,49675,Married,Star,5340.81,Standard,2014,12,2019,3
636206,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,117944,Married,Star,5340.81,Standard,2014,8,2020,12
647894,Canada,Alberta,Edmonton,T9G 1W3,Female,College,110591,Married,Star,5341.44,Standard,2013,1,2019,11
167660,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,69857,Married,Star,5344.99,Standard,2013,9,2020,10
950403,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,106852,Married,Star,5344.99,Standard,2017,3,2018,7
644014,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,138277,Married,Star,5345.68,Standard,2012,8,2020,10
582257,Canada,Ontario,Toronto,P1J 8T7,Female,College,112996,Married,Star,5345.99,Standard,2012,12,2017,5
542180,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61929,Married,Star,5348.07,Standard,2017,3,2019,10
118688,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,70553,Married,Star,5348.3,Standard,2013,8,2020,8
118511,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,152021,Single,Star,5350,Standard,2014,4,2018,1
793618,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,70270,Divorced,Star,5350.21,Standard,2015,1,2019,10
682533,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57153,Single,Star,5350.37,Standard,2018,11,2016,11
599873,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,86113,Married,Star,5356.14,Standard,2018,5,2019,1
294738,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,144554,Married,Star,5358.27,Standard,2014,3,2017,11
193519,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,78380,Divorced,Aurora,33473.35,2018 Promotion,2018,3,2019,7
733906,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,88535,Married,Star,5363.08,Standard,2015,5,2017,11
661744,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,138311,Married,Star,5363.53,Standard,2015,2,2019,5
721088,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,130004,Married,Star,5363.53,Standard,2017,4,2017,8
846953,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,122862,Married,Star,5364.47,Standard,2016,6,2017,1
827164,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,105400,Single,Star,5367.09,Standard,2012,11,2019,5
614350,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,86329,Married,Star,5368.89,Standard,2015,10,2018,11
216937,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,66118,Married,Star,5372.35,Standard,2012,7,2018,4
982446,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,146280,Divorced,Star,5372.91,Standard,2012,12,2018,6
256434,Canada,Quebec,Montreal,H4G 3T4,Female,College,65416,Married,Star,5373.72,Standard,2015,6,2019,11
673872,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,83242,Single,Star,5375.66,Standard,2018,6,2017,10
563749,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,135475,Married,Star,5375.82,Standard,2015,3,2017,1
788159,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,117465,Married,Star,5375.84,Standard,2013,9,2017,11
823628,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,80561,Married,Star,5377.91,Standard,2017,10,2017,5
799064,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,133962,Married,Star,5379.48,Standard,2018,8,2019,1
603433,Canada,British Columbia,Victoria,V10 6T5,Male,College,83628,Divorced,Star,5380.09,Standard,2018,10,2018,6
617670,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,67187,Married,Star,5380.32,Standard,2013,4,2016,9
382671,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,81145,Married,Star,5380.9,Standard,2016,7,2017,9
517405,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,147103,Married,Star,5380.9,Standard,2013,5,2018,9
542696,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,70282,Married,Star,5380.9,Standard,2013,10,2019,5
700260,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,116822,Married,Star,5380.9,Standard,2016,12,2017,8
881156,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,71280,Married,Star,5380.9,Standard,2018,5,2017,12
857481,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,66235,Single,Star,5384.02,Standard,2016,1,2019,10
792412,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,98281,Married,Star,5384.67,Standard,2016,8,2016,7
357166,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,69971,Married,Star,5386.33,Standard,2014,7,2016,12
734952,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,131163,Married,Star,5386.97,Standard,2017,11,2017,2
579245,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,137394,Married,Star,5387.93,Standard,2016,3,2018,7
428649,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,139753,Married,Star,5388.02,Standard,2013,12,2017,12
552576,Canada,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,66066,Married,Star,5388.02,Standard,2014,2,2019,11
389565,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,123558,Married,Star,5389.5,Standard,2015,8,2016,7
420148,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,137568,Married,Star,5389.5,Standard,2018,11,2019,2
479815,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,91664,Married,Star,5389.5,Standard,2016,12,2017,11
790649,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,87559,Married,Star,5389.5,Standard,2015,12,2018,5
799919,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,64479,Married,Star,5389.5,Standard,2016,11,2019,8
903648,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,116046,Married,Star,5389.5,Standard,2015,1,2020,10
657668,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,90345,Married,Star,5390.27,Standard,2017,9,2017,8
